idx,population
2004,202735
2005,202714
2006,202672
2007,202370
2008,202360
2009,202325
2010,202221
2011,202033
2012,202014
2013,202009
2014,202000
2015,202000
2016,201912
2017,201868
2018,201557
2019,201466
2020,201373
2021,201332
2022,201186
2023,201183
2024,201175
2025,201096
2026,200958
2027,200958
2028,200883
2029,200772
2030,200746
2031,200545
2032,200538
2033,200524
2034,200506
2035,200481
2036,200327
2037,200315
2038,200271
2039,200059
2040,199963
2041,199817
2042,199791
2043,199766
2044,199750
2045,199662
2046,199627
2047,199374
2048,199303
2049,199219
2050,199154
2051,199057
2052,198841
2053,198836
2054,198819
2055,198750
2056,198413
2057,198383
2058,198285
2059,198100
2060,197869
2061,197735
2062,197662
2063,197575
2064,197551
2065,197450
2066,197449
2067,197437
2068,197398
2069,197392
2070,197382
2071,197369
2072,197359
2073,197357
2074,197351
2075,197350
2076,197307
2077,197216
2078,197211
2079,197165
2080,196918
2081,196913
2082,196800
2083,196621
2084,196524
2085,196429
2086,196305
2087,196150
2088,196050
2089,196021
2090,195875
2091,195844
2092,195733
2093,195675
2094,195620
2095,195363
2096,195296
2097,195222
2098,195104
2099,194976
2100,194919
2101,194899
2102,194532
2103,194488
2104,194461
2105,194313
2106,194094
2107,194087
2108,194009
2109,193983
2110,193931
2111,193629
2112,193563
2113,193370
2114,193350
2115,193302
2116,193240
2117,193212
2118,193127
2119,193093
2120,192756
2121,192294
2122,192008
2123,191826
2124,191764
2125,191662
2126,191619
2127,191588
2128,191297
2129,191218
2130,191200
2131,191180
2132,191139
2133,190708
2134,190513
2135,190420
2136,190184
2137,190064
2138,190000
2139,189863
2140,189660
2141,189502
2142,189474
2143,189453
2144,189233
2145,189072
2146,188986
2147,188968
2148,188863
2149,188430
2150,188337
2151,188295
2152,188278
2153,188013
2154,188003
2155,187711
2156,187567
2157,187442
2158,187405
2159,187251
2160,187185
2161,187106
2162,187098
2163,187087
2164,187056
2165,186895
2166,186852
2167,186525
2168,186462
2169,186460
2170,186411
2171,186262
2172,186254
2173,186241
2174,186000
2175,185996
2176,185937
2177,185925
2178,185925
2179,185895
2180,185865
2181,185829
2182,185705
2183,185623
2184,185574
2185,185543
2186,185242
2187,185204
2188,185190
2189,184940
2190,184836
2191,184661
2192,184655
2193,184506
2194,184470
2195,184460
2196,184252
2197,184239
2198,184133
2199,184105
2200,184000
2201,183859
2202,183656
2203,183549
2204,183383
2205,183372
2206,183352
2207,183270
2208,183269
2209,183037
2210,182903
2211,182800
2212,182767
2213,182563
2214,182563
2215,182544
2216,182544
2217,182526
2218,182350
2219,182263
2220,182201
2221,182020
2222,181900
2223,181860
2224,181702
2225,181556
2226,181418
2227,181260
2228,181210
2229,181100
2230,180797
2231,180702
2232,180617
2233,180600
2234,180454
2235,180414
2236,180353
2237,180180
2238,180000
2239,179992
2240,179937
2241,179755
2242,179745
2243,179735
2244,179697
2245,179689
2246,179602
2247,179590
2248,179526
2249,179482
2250,179352
2251,179274
2252,178965
2253,178915
2254,178884
2255,178846
2256,178538
2257,178526
2258,178517
2259,178363
2260,178205
2261,178192
2262,178148
2263,178021
2264,178020
2265,178000
2266,177994
2267,177971
2268,177944
2269,177798
2270,177658
2271,177588
2272,177563
2273,177219
2274,177209
2275,177201
2276,177169
2277,177087
2278,177011
2279,177009
2280,177000
2281,176973
2282,176909
2283,176851
2284,176713
2285,176525
2286,176504
2287,176370
2288,176349
2289,176139
2290,176048
2291,176046
2292,176000
2293,175675
2294,175670
2295,175639
2296,175502
2297,175497
2298,175455
2299,175178
2300,175140
2301,175103
2302,175047
2303,175000
2304,174974
2305,174931
2306,174619
2307,174589
2308,174493
2309,174472
2310,174436
2311,174433
2312,174402
2313,174402
2314,174364
2315,174355
2316,174230
2317,174164
2318,174139
2319,174080
2320,174047
2321,173960
2322,173936
2323,173922
2324,173837
2325,173761
2326,173625
2327,173588
2328,173531
2329,173366
2330,173350
2331,173100
2332,173000
2333,172919
2334,172794
2335,172778
2336,172728
2337,172638
2338,172583
2339,172499
2340,172402
2341,172389
2342,172339
2343,172275
2344,172213
2345,172137
2346,172110
2347,171990
2348,171932
2349,171916
2350,171824
2351,171824
2352,171773
2353,171482
2354,171472
2355,171386
2356,171284
2357,171282
2358,171260
2359,171200
2360,171081
2361,171056
2362,171016
2363,170994
2364,170986
2365,170964
2366,170931
2367,170771
2368,170751
2369,170715
2370,170600
2371,170576
2372,170473
2373,170426
2374,170332
2375,170327
2376,170263
2377,170189
2378,170008
2379,169927
2380,169571
2381,169482
2382,169466
2383,169384
2384,169333
2385,169201
2386,169013
2387,169000
2388,168880
2389,168729
2390,168720
2391,168655
2392,168518
2393,168485
2394,168443
2395,168228
2396,168188
2397,167986
2398,167962
2399,167960
2400,167958
2401,167895
2402,167850
2403,167666
2404,167555
2405,167527
2406,167500
2407,167451
2408,167419
2409,167405
2410,167281
2411,167176
2412,166893
2413,166782
2414,166640
2415,166634
2416,166505
2417,166443
2418,166420
2419,166419
2420,166344
2421,166342
2422,166284
2423,166225
2424,166205
2425,166087
2426,166003
2427,165984
2428,165831
2429,165799
2430,165511
2431,165420
2432,165363
2433,165346
2434,165327
2435,165241
2436,165220
2437,165206
2438,165131
2439,165130
2440,165072
2441,164741
2442,164676
2443,164649
2444,164532
2445,164265
2446,164252
2447,164249
2448,164248
2449,164180
2450,164122
2451,164000
2452,163971
2453,163840
2454,163745
2455,163676
2456,163630
2457,163472
2458,163457
2459,163385
2460,163342
2461,163304
2462,163172
2463,163140
2464,163047
2465,163045
2466,162941
2467,162920
2468,162889
2469,162885
2470,162877
2471,162812
2472,162652
2473,162592
2474,162500
2475,162427
2476,162379
2477,162362
2478,162329
2479,162283
2480,162275
2481,162079
2482,161887
2483,161868
2484,161700
2485,161595
2486,161518
2487,161512
2488,161468
2489,161275
2490,161263
2491,161150
2492,161007
2493,160838
2494,160819
2495,160765
2496,160735
2497,160614
2498,160508
2499,160322
2500,160291
2501,160257
2502,160169
2503,160158
2504,160143
2505,160100
2506,160000
2507,159848
2508,159775
2509,159758
2510,159753
2511,159633
2512,159618
2513,159610
2514,159523
2515,159503
2516,159312
2517,159190
2518,159000
2519,158987
2520,158864
2521,158856
2522,158846
2523,158812
2524,158700
2525,158694
2526,158299
2527,158273
2528,158248
2529,158191
2530,158089
2531,158027
2532,157902
2533,157837
2534,157793
2535,157600
2536,157570
2537,157532
2538,157474
2539,157461
2540,157396
2541,157349
2542,157303
2543,157205
2544,157161
2545,157084
2546,157078
2547,157010
2548,156967
2549,156953
2550,156928
2551,156831
2552,156723
2553,156686
2554,156634
2555,156530
2556,156400
2557,156320
2558,156315
2559,156274
2560,156197
2561,156136
2562,156123
2563,156099
2564,156060
2565,156059
2566,156049
2567,156006
2568,156000
2569,155959
2570,155926
2571,155900
2572,155768
2573,155668
2574,155662
2575,155659
2576,155637
2577,155540
2578,155508
2579,155439
2580,155436
2581,155432
2582,155338
2583,155271
2584,155203
2585,155175
2586,155174
2587,155159
2588,155144
2589,155134
2590,154962
2591,154911
2592,154693
2593,154665
2594,154606
2595,154548
2596,154417
2597,154358
2598,154353
2599,154244
2600,154000
2601,153906
2602,153806
2603,153778
2604,153766
2605,153740
2606,153703
2607,153696
2608,153680
2609,153560
2610,153526
2611,153479
2612,153422
2613,153362
2614,153353
2615,153322
2616,153250
2617,153159
2618,153085
2619,153036
2620,152895
2621,152840
2622,152785
2623,152735
2624,152585
2625,152454
2626,152393
2627,152272
2628,152252
2629,152247
2630,152242
2631,152223
2632,152208
2633,152113
2634,152061
2635,152010
2636,151908
2637,151893
2638,151835
2639,151781
2640,151774
2641,151574
2642,151500
2643,151469
2644,151420
2645,151379
2646,151348
2647,151245
2648,151243
2649,151212
2650,151161
2651,151088
2652,151047
2653,151000
2654,150700
2655,150454
2656,150432
2657,150420
2658,150309
2659,150299
2660,150269
2661,150251
2662,150200
2663,150116
2664,150005
2665,150000
2666,149923
2667,149891
2668,149855
2669,149837
2670,149796
2671,149769
2672,149743
2673,149715
2674,149675
2675,149646
2676,149642
2677,149606
2678,149594
2679,149581
2680,149479
2681,149467
2682,149404
2683,149348
2684,149317
2685,149207
2686,149140
2687,149125
2688,149060
2689,148935
2690,148892
2691,148873
2692,148857
2693,148738
2694,148567
2695,148559
2696,148528
2697,148483
2698,148445
2699,148384
2700,148234
2701,148203
2702,148085
2703,148017
2704,148000
2705,147912
2706,147898
2707,147838
2708,147806
2709,147777
2710,147618
2711,147614
2712,147571
2713,147559
2714,147492
2715,147483
2716,147396
2717,147268
2718,147216
2719,147214
2720,147126
2721,147123
2722,147046
2723,147039
2724,147036
2725,147020
2726,146998
2727,146995
2728,146896
2729,146892
2730,146885
2731,146769
2732,146758
2733,146714
2734,146585
2735,146559
2736,146526
2737,146418
2738,146294
2739,146234
2740,146128
2741,146115
2742,146114
2743,146075
2744,146032
2745,145948
2746,145945
2747,145920
2748,145795
2749,145769
2750,145687
2751,145676
2752,145637
2753,145584
2754,145441
2755,145380
2756,145285
2757,145262
2758,145237
2759,145151
2760,145150
2761,145150
2762,145126
2763,145117
2764,145040
2765,145025
2766,144975
2767,144864
2768,144838
2769,144800
2770,144683
2771,144669
2772,144633
2773,144546
2774,144507
2775,144392
2776,144330
2777,144140
2778,144114
2779,144000
2780,143986
2781,143933
2782,143848
2783,143817
2784,143807
2785,143770
2786,143753
2787,143683
2788,143659
2789,143484
2790,143369
2791,143369
2792,143355
2793,143312
2794,143308
2795,143282
2796,143270
2797,143235
2798,143126
2799,143111
2800,143090
2801,143060
2802,143023
2803,143016
2804,143000
2805,142961
2806,142913
2807,142772
2808,142743
2809,142709
2810,142691
2811,142643
2812,142635
2813,142626
2814,142497
2815,142494
2816,142483
2817,142357
2818,142283
2819,142280
2820,142205
2821,142124
2822,142073
2823,142047
2824,142000
2825,141975
2826,141893
2827,141877
2828,141767
2829,141766
2830,141742
2831,141708
2832,141703
2833,141630
2834,141627
2835,141468
2836,141439
2837,141438
2838,141392
2839,141343
2840,141341
2841,141303
2842,141291
2843,141222
2844,141143
2845,140896
2846,140892
2847,140847
2848,140816
2849,140741
2850,140740
2851,140680
2852,140628
2853,140567
2854,140540
2855,140474
2856,140454
2857,140430
2858,140430
2859,140357
2860,140276
2861,140252
2862,140100
2863,140097
2864,139969
2865,139887
2866,139860
2867,139791
2868,139743
2869,139738
2870,139731
2871,139721
2872,139587
2873,139509
2874,139403
2875,139154
2876,139150
2877,139103
2878,139068
2879,138981
2880,138878
2881,138865
2882,138814
2883,138793
2884,138718
2885,138697
2886,138661
2887,138650
2888,138649
2889,138609
2890,138553
2891,138516
2892,138272
2893,138241
2894,138188
2895,138082
2896,138036
2897,137923
2898,137899
2899,137881
2900,137835
2901,137815
2902,137750
2903,137737
2904,137735
2905,137722
2906,137704
2907,137662
2908,137505
2909,137475
2910,137472
2911,137383
2912,137164
2913,137147
2914,137068
2915,137054
2916,137000
2917,136940
2918,136920
2919,136913
2920,136851
2921,136799
2922,136791
2923,136699
2924,136639
2925,136635
2926,136595
2927,136412
2928,136302
2929,136292
2930,136263
2931,136236
2932,136142
2933,136091
2934,136086
2935,136082
2936,136057
2937,135895
2938,135813
2939,135794
2940,135669
2941,135536
2942,135500
2943,135472
2944,135330
2945,135185
2946,135174
2947,135145
2948,135013
2949,134966
2950,134924
2951,134906
2952,134873
2953,134871
2954,134817
2955,134665
2956,134631
2957,134548
2958,134534
2959,134497
2960,134491
2961,134400
2962,134372
2963,134344
2964,134340
2965,134285
2966,134233
2967,134218
2968,134111
2969,134000
2970,133992
2971,133972
2972,133935
2973,133927
2974,133718
2975,133700
2976,133600
2977,133579
2978,133547
2979,133533
2980,133528
2981,133448
2982,133441
2983,133433
2984,133411
2985,133358
2986,133315
2987,133301
2988,133281
2989,133220
2990,133188
2991,133179
2992,133041
2993,133009
2994,133000
2995,132975
2996,132896
2997,132804
2998,132626
2999,132609
3000,132480
3001,132438
3002,132311
3003,132267
3004,132210
3005,132208
3006,132144
3007,132115
3008,132078
3009,132018
3010,131938
3011,131885
3012,131854
3013,131809
3014,131800
3015,131630
3016,131527
3017,131513
3018,131512
3019,131450
3020,131360
3021,131356
3022,131283
3023,131269
3024,131250
3025,131224
3026,131187
3027,131150
3028,131067
3029,131024
3030,131016
3031,131014
3032,131000
3033,130992
3034,130960
3035,130946
3036,130820
3037,130790
3038,130660
3039,130517
3040,130295
3041,130288
3042,130271
3043,130255
3044,130035
3045,130026
3046,129981
3047,129922
3048,129883
3049,129706
3050,129667
3051,129646
3052,129637
3053,129580
3054,129522
3055,129509
3056,129424
3057,129418
3058,129388
3059,129361
3060,129301
3061,129273
3062,129265
3063,129246
3064,129245
3065,129242
3066,129201
3067,129194
3068,129194
3069,129161
3070,129136
3071,129118
3072,129075
3073,129030
3074,129011
3075,128956
3076,128930
3077,128927
3078,128848
3079,128812
3080,128757
3081,128750
3082,128731
3083,128686
3084,128506
3085,128503
3086,128458
3087,128429
3088,128421
3089,128400
3090,128369
3091,128358
3092,128357
3093,128273
3094,128201
3095,128130
3096,128108
3097,127999
3098,127982
3099,127953
3100,127931
3101,127892
3102,127857
3103,127763
3104,127757
3105,127757
3106,127732
3107,127726
3108,127679
3109,127661
3110,127657
3111,127582
3112,127569
3113,127558
3114,127500
3115,127488
3116,127474
3117,127359
3118,127345
3119,127226
3120,127174
3121,127173
3122,127171
3123,127125
3124,127035
3125,126902
3126,126884
3127,126874
3128,126817
3129,126811
3130,126810
3131,126729
3132,126700
3133,126631
3134,126604
3135,126574
3136,126507
3137,126479
3138,126460
3139,126456
3140,126276
3141,126181
3142,126143
3143,126105
3144,126092
3145,126035
3146,126000
3147,125962
3148,125880
3149,125847
3150,125808
3151,125800
3152,125787
3153,125787
3154,125610
3155,125528
3156,125528
3157,125451
3158,125447
3159,125408
3160,125353
3161,125350
3162,125345
3163,125300
3164,125274
3165,125246
3166,125183
3167,125178
3168,125083
3169,125017
3170,125000
3171,124892
3172,124773
3173,124698
3174,124679
3175,124679
3176,124650
3177,124644
3178,124623
3179,124557
3180,124550
3181,124435
3182,124370
3183,124323
3184,124316
3185,124291
3186,124288
3187,124276
3188,124245
3189,124173
3190,124098
3191,124003
3192,123933
3193,123885
3194,123825
3195,123777
3196,123767
3197,123743
3198,123720
3199,123662
3200,123657
3201,123616
3202,123613
3203,123596
3204,123546
3205,123533
3206,123512
3207,123484
3208,123477
3209,123329
3210,123293
3211,123255
3212,123205
3213,123155
3214,123114
3215,123099
3216,123081
3217,123034
3218,123000
3219,122916
3220,122896
3221,122686
3222,122668
3223,122627
3224,122568
3225,122545
3226,122508
3227,122500
3228,122457
3229,122443
3230,122362
3231,122335
3232,122326
3233,122326
3234,122307
3235,122216
3236,122205
3237,122201
3238,122154
3239,122131
3240,122122
3241,122044
3242,122032
3243,122031
3244,122020
3245,121992
3246,121976
3247,121716
3248,121701
3249,121670
3250,121610
3251,121610
3252,121500
3253,121486
3254,121479
3255,121470
3256,121430
3257,121358
3258,121350
3259,121341
3260,121096
3261,121049
3262,121040
3263,120999
3264,120982
3265,120960
3266,120948
3267,120944
3268,120940
3269,120936
3270,120883
3271,120861
3272,120844
3273,120822
3274,120774
3275,120750
3276,120738
3277,120729
3278,120719
3279,120678
3280,120650
3281,120473
3282,120460
3283,120440
3284,120414
3285,120398
3286,120331
3287,120310
3288,120305
3289,120245
3290,120217
3291,120204
3292,120196
3293,120124
3294,120099
3295,120055
3296,120004
3297,120000
3298,119980
3299,119962
3300,119915
3301,119898
3302,119808
3303,119768
3304,119744
3305,119725
3306,119719
3307,119644
3308,119598
3309,119418
3310,119397
3311,119371
3312,119358
3313,119252
3314,119230
3315,119218
3316,119203
3317,119071
3318,119056
3319,118998
3320,118946
3321,118945
3322,118864
3323,118853
3324,118837
3325,118832
3326,118820
3327,118801
3328,118748
3329,118707
3330,118660
3331,118652
3332,118618
3333,118614
3334,118591
3335,118577
3336,118521
3337,118496
3338,118468
3339,118423
3340,118378
3341,118323
3342,118312
3343,118295
3344,118289
3345,118281
3346,118267
3347,118227
3348,118202
3349,118197
3350,118195
3351,118163
3352,118122
3353,118071
3354,118070
3355,118056
3356,118000
3357,118000
3358,117949
3359,117927
3360,117916
3361,117908
3362,117796
3363,117787
3364,117754
3365,117665
3366,117632
3367,117600
3368,117600
3369,117546
3370,117487
3371,117476
3372,117457
3373,117419
3374,117374
3375,117352
3376,117340
3377,117327
3378,117320
3379,117283
3380,117262
3381,117240
3382,117184
3383,117167
3384,117143
3385,117097
3386,117093
3387,117044
3388,117025
3389,117006
3390,116948
3391,116914
3392,116898
3393,116891
3394,116768
3395,116745
3396,116714
3397,116706
3398,116664
3399,116631
3400,116626
3401,116618
3402,116513
3403,116506
3404,116467
3405,116454
3406,116393
3407,116366
3408,116355
3409,116340
3410,116329
3411,116326
3412,116319
3413,116289
3414,116288
3415,116286
3416,116215
3417,116200
3418,116110
3419,116064
3420,116055
3421,115908
3422,115878
3423,115871
3424,115858
3425,115708
3426,115693
3427,115633
3428,115632
3429,115609
3430,115604
3431,115603
3432,115595
3433,115547
3434,115515
3435,115505
3436,115473
3437,115470
3438,115405
3439,115403
3440,115359
3441,115320
3442,115319
3443,115290
3444,115287
3445,115278
3446,115276
3447,115184
3448,115116
3449,115084
3450,115052
3451,115026
3452,115019
3453,115016
3454,115000
3455,115000
3456,114964
3457,114963
3458,114866
3459,114845
3460,114825
3461,114789
3462,114763
3463,114707
3464,114636
3465,114626
3466,114609
3467,114575
3468,114472
3469,114447
3470,114428
3471,114332
3472,114254
3473,114213
3474,114205
3475,114167
3476,114127
3477,114108
3478,114087
3479,114074
3480,114007
3481,114000
3482,113993
3483,113972
3484,113836
3485,113833
3486,113806
3487,113749
3488,113726
3489,113658
3490,113600
3491,113555
3492,113442
3493,113426
3494,113249
3495,113242
3496,113197
3497,113181
3498,113143
3499,113128
3500,113127
3501,113114
3502,113082
3503,113012
3504,112921
3505,112921
3506,112917
3507,112815
3508,112778
3509,112705
3510,112659
3511,112625
3512,112550
3513,112543
3514,112402
3515,112320
3516,112318
3517,112311
3518,112174
3519,112102
3520,112096
3521,112085
3522,112085
3523,112067
3524,112046
3525,112032
3526,111897
3527,111804
3528,111787
3529,111763
3530,111753
3531,111707
3532,111660
3533,111652
3534,111633
3535,111628
3536,111620
3537,111586
3538,111542
3539,111524
3540,111447
3541,111378
3542,111357
3543,111231
3544,111149
3545,111109
3546,111071
3547,111067
3548,111037
3549,111034
3550,111013
3551,110993
3552,110980
3553,110972
3554,110945
3555,110945
3556,110933
3557,110932
3558,110917
3559,110901
3560,110878
3561,110877
3562,110855
3563,110813
3564,110742
3565,110720
3566,110660
3567,110643
3568,110565
3569,110563
3570,110550
3571,110496
3572,110491
3573,110464
3574,110411
3575,110398
3576,110388
3577,110378
3578,110340
3579,110304
3580,110280
3581,110243
3582,110241
3583,110230
3584,110145
3585,110119
3586,110116
3587,110091
3588,110077
3589,110058
3590,109953
3591,109943
3592,109919
3593,109914
3594,109839
3595,109821
3596,109787
3597,109779
3598,109724
3599,109703
3600,109676
3601,109588
3602,109575
3603,109521
3604,109493
3605,109489
3606,109450
3607,109425
3608,109397
3609,109343
3610,109320
3611,109298
3612,109285
3613,109229
3614,109217
3615,109207
3616,109081
3617,109059
3618,109011
3619,109000
3620,108955
3621,108954
3622,108902
3623,108861
3624,108844
3625,108843
3626,108817
3627,108765
3628,108753
3629,108710
3630,108666
3631,108662
3632,108629
3633,108628
3634,108573
3635,108505
3636,108505
3637,108449
3638,108400
3639,108368
3640,108335
3641,108249
3642,108249
3643,108244
3644,108130
3645,108052
3646,108048
3647,108048
3648,108010
3649,108000
3650,107904
3651,107845
3652,107806
3653,107741
3654,107740
3655,107702
3656,107679
3657,107652
3658,107571
3659,107504
3660,107479
3661,107412
3662,107369
3663,107347
3664,107323
3665,107319
3666,107289
3667,107282
3668,107233
3669,107223
3670,107131
3671,107129
3672,107100
3673,107086
3674,107076
3675,107038
3676,106954
3677,106934
3678,106887
3679,106840
3680,106815
3681,106785
3682,106780
3683,106772
3684,106768
3685,106767
3686,106757
3687,106710
3688,106708
3689,106666
3690,106666
3691,106643
3692,106635
3693,106589
3694,106576
3695,106562
3696,106555
3697,106524
3698,106507
3699,106500
3700,106472
3701,106444
3702,106365
3703,106285
3704,106254
3705,106171
3706,106166
3707,106142
3708,106116
3709,106114
3710,106050
3711,105980
3712,105919
3713,105879
3714,105802
3715,105773
3716,105722
3717,105687
3718,105676
3719,105673
3720,105671
3721,105624
3722,105598
3723,105531
3724,105520
3725,105506
3726,105469
3727,105452
3728,105431
3729,105421
3730,105417
3731,105370
3732,105286
3733,105274
3734,105269
3735,105229
3736,105221
3737,105165
3738,105141
3739,105085
3740,105018
3741,104974
3742,104950
3743,104946
3744,104914
3745,104904
3746,104899
3747,104898
3748,104898
3749,104836
3750,104809
3751,104779
3752,104758
3753,104756
3754,104739
3755,104712
3756,104709
3757,104617
3758,104566
3759,104564
3760,104559
3761,104516
3762,104475
3763,104467
3764,104454
3765,104426
3766,104410
3767,104390
3768,104352
3769,104343
3770,104312
3771,104312
3772,104232
3773,104148
3774,104146
3775,104063
3776,104054
3777,104047
3778,104028
3779,104020
3780,104019
3781,104011
3782,104000
3783,103992
3784,103988
3785,103974
3786,103912
3787,103843
3788,103839
3789,103792
3790,103760
3791,103725
3792,103724
3793,103718
3794,103690
3795,103641
3796,103577
3797,103544
3798,103500
3799,103496
3800,103490
3801,103428
3802,103369
3803,103346
3804,103300
3805,103282
3806,103209
3807,103199
3808,103166
3809,103125
3810,103108
3811,103061
3812,103036
3813,103006
3814,103004
3815,103000
3816,103000
3817,103000
3818,102999
3819,102998
3820,102991
3821,102948
3822,102900
3823,102860
3824,102841
3825,102838
3826,102837
3827,102798
3828,102770
3829,102700
3830,102690
3831,102667
3832,102629
3833,102629
3834,102591
3835,102559
3836,102520
3837,102465
3838,102456
3839,102436
3840,102421
3841,102406
3842,102383
3843,102339
3844,102285
3845,102265
3846,102253
3847,102222
3848,102216
3849,102211
3850,102173
3851,102167
3852,102157
3853,102134
3854,102106
3855,102087
3856,102039
3857,102000
3858,102000
3859,101997
3860,101987
3861,101984
3862,101955
3863,101933
3864,101910
3865,101885
3866,101867
3867,101851
3868,101810
3869,101760
3870,101752
3871,101740
3872,101654
3873,101571
3874,101550
3875,101520
3876,101510
3877,101502
3878,101488
3879,101450
3880,101432
3881,101363
3882,101330
3883,101324
3884,101305
3885,101248
3886,101234
3887,101180
3888,101173
3889,101136
3890,101128
3891,101122
3892,101120
3893,101115
3894,101074
3895,101056
3896,101010
3897,100911
3898,100910
3899,100886
3900,100792
3901,100779
3902,100733
3903,100730
3904,100710
3905,100694
3906,100684
3907,100671
3908,100618
3909,100574
3910,100574
3911,100550
3912,100547
3913,100519
3914,100507
3915,100500
3916,100478
3917,100476
3918,100436
3919,100412
3920,100383
3921,100376
3922,100362
3923,100223
3924,100200
3925,100077
3926,100075
3927,100065
3928,100065
3929,100064
3930,100060
3931,100036
3932,100024
3933,203866
3934,373077
3935,165118
3936,431988
3937,102314
3938,106929
3939,106368
3940,108098
3941,1884284
3942,2702315
3943,2719835
3944,235022
3945,270883
3946,2058328
3947,2778992
3948,3966818
3949,150997
3950,369534
3951,145022
3952,9585636
3953,100050
